id,Type,fixed acidity,volatile acidity,"citric 
acid",residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
id1883,white,7.9,0.2,0.49,1.6,0.053,15,144,0.993,3.16,0.47,10.5,5
id1884,white,7.4,0.21,0.27,1.2,0.041,27,99,0.9927,3.19,0.33,9.8,6
id1885,white,7.2,0.39,0.54,1.4,0.157,34,132,0.99449,3.11,0.53,9,6
id1886,white,6.9,0.18,0.38,8.1,0.049,44,176,0.9958,3.3,0.54,9.8,6
id1887,white,7.2,0.29,0.4,7.6,0.024,56,177,0.9928,3.04,0.32,11.5,6
id1888,white,9,0.3,0.49,7.2,0.039,32,84,0.9938,2.94,0.32,11.5,6
id1889,white,6.2,0.3,0.17,2.8,0.04,24,125,0.9939,3.01,0.46,9,5
id1890,red,7.4,0.53,0.12,1.9,0.165,4,12,0.99702,3.26,0.86,9.2,5
id1891,white,6,0.29,0.41,10.8,0.048,55,149,0.9937,3.09,0.59,10.96666667,7
id1892,white,6,0.29,0.21,15.55,0.043,20,142,0.99658,3.11,0.54,10.1,6
id1893,red,6.2,0.6,0.08,2,0.09,32,44,0.9949,3.45,0.58,10.5,5
id1894,white,5.7,0.2,0.3,2.5,0.046,38,125,0.99276,3.34,0.5,9.9,6
id1895,red,7.9,0.18,0.4,2.2,0.049,38,67,0.996,3.33,0.93,11.3,5
id1896,red,8.9,0.38,0.4,2.2,0.068,12,28,0.99486,3.27,0.75,12.6,7
id1897,red,5.4,0.42,0.27,2,0.092,23,55,0.99471,3.78,0.64,12.3,7
id1898,white,7,0.19,0.23,5.7,0.123,27,104,0.9954,3.04,0.54,9.4,6
id1899,red,9.7,0.31,0.47,1.6,0.062,13,33,0.9983,3.27,0.66,10,6
id1900,white,7.6,0.27,0.52,3.2,0.043,28,152,0.99129,3.02,0.53,11.4,6
id1901,white,6.8,0.45,0.28,26.05,0.031,27,122,1.00295,3.06,0.42,10.6,6
id1902,white,6.7,0.66,0,13,0.033,32,75,0.99551,3.15,0.5,10.7,6
id1903,red,7.7,0.54,0.26,1.9,0.089,23,147,0.99636,3.26,0.59,9.7,5
id1904,white,6.2,0.22,0.49,6,0.029,31,128,0.9928,3.41,0.36,11.3,8
id1905,white,7.7,0.28,0.29,6.9,0.041,29,163,0.9952,3.44,0.6,10.5,6
id1906,red,7.6,0.46,0.11,2.6,0.079,12,49,0.9968,3.21,0.57,10,5
id1907,white,7.5,0.29,0.24,9.9,0.058,25,115,0.99567,3.15,0.46,10.9,5
id1908,white,7.3,0.27,0.37,9.7,0.042,36,130,0.9979,3.48,0.75,9.9,6
id1909,red,7,0.685,0,1.9,0.099,9,22,0.99606,3.34,0.6,9.7,5
id1910,red,8,0.39,0.3,1.9,0.074,32,84,0.99717,3.39,0.61,9,5
id1911,red,7,0.51,0.09,2.1,0.062,4,9,0.99584,3.35,0.54,10.5,5
id1912,white,8,0.25,0.13,17.2,0.036,49,219,0.9996,2.96,0.46,9.7,5
id1913,red,7.2,0.41,0.3,2.1,0.083,35,72,0.997,3.44,0.52,9.4,5
id1914,white,6.6,0.33,0.24,16.05,0.045,31,147,0.99822,3.08,0.52,9.2,5
id1915,white,7.4,0.16,0.32,1.4,0.065,23,140,0.99134,3.06,0.47,11.4,6
id1916,white,5.8,0.23,0.31,3.5,0.044,35,158,0.98998,3.19,0.37,12.1,7
id1917,white,6.7,0.34,0.31,16.4,0.051,20,146,0.99834,3.06,0.54,9.1,5
id1918,white,6.7,0.2,0.24,6.5,0.044,28,100,0.99348,3.12,0.33,10.2,6
id1919,red,9.1,0.34,0.42,1.8,0.058,9,18,0.99392,3.18,0.55,11.4,5
id1920,white,5.8,0.13,0.22,12.7,0.058,24,183,0.9956,3.32,0.42,11.7,6
id1921,red,9.8,1.24,0.34,2,0.079,32,151,0.998,3.15,0.53,9.5,5
id1922,white,6.6,0.78,0.5,1.5,0.045,30,133,0.99104,3.25,0.48,11.7,5
id1923,white,6.9,0.29,0.4,19.45,0.043,36,156,0.9996,2.93,0.47,8.9,5
id1924,red,7.8,0.56,0.19,2,0.081,17,108,0.9962,3.32,0.54,9.5,5
id1925,white,6.9,0.23,0.34,2.7,0.032,24,121,0.9902,3.14,0.38,12.4,7
id1926,white,8.9,0.33,0.34,1.4,0.056,14,171,0.9946,3.13,0.47,9.7,5
id1927,red,9.4,0.43,0.24,2.8,0.092,14,45,0.998,3.19,0.73,10,6
id1928,white,7.2,0.4,0.49,1.1,0.048,11,138,0.9929,3.01,0.42,9.3,5
id1929,red,6.1,0.32,0.25,1.8,0.086,5,32,0.99464,3.36,0.44,10.1,5
id1930,red,5.9,0.55,0.1,2.2,0.062,39,51,0.99512,3.52,0.76,11.2,6
id1931,white,6.4,0.26,0.49,6.4,0.037,37,161,0.9954,3.38,0.53,9.7,6
id1932,white,6.8,0.19,0.33,4.9,0.047,42,130,0.99283,3.12,0.56,11,6
id1933,white,8,0.2,0.3,8.1,0.037,42,130,0.99379,3.1,0.67,11.8,6
id1934,white,6.8,0.31,0.3,8,0.028,33,122,0.99164,3.13,0.63,12.6,7
id1935,white,6.7,0.33,0.36,6.6,0.042,34,116,0.99123,2.97,0.31,12.2,8
id1936,white,6.8,0.28,0.43,7.6,0.03,30,110,0.99164,3.08,0.59,12.5,8
id1937,white,7,0.2,0.35,8.8,0.037,31,103,0.99388,3.13,0.49,11,6
id1938,white,6.1,0.37,0.36,4.7,0.035,36,116,0.991,3.31,0.62,12.6,6
id1939,white,6.8,0.45,0.28,26.05,0.031,27,122,1.00295,3.06,0.42,10.6,6
id1940,white,6.2,0.26,0.29,2,0.036,16,87,0.99081,3.33,0.61,11.8,6
id1941,white,7,0.17,0.33,4,0.034,17,127,0.9934,3.19,0.39,10.6,7
id1942,red,8.1,0.66,0.7,2.2,0.098,25,129,0.9972,3.08,0.53,9,5
id1943,white,6.2,0.18,0.3,1,0.031,23,73,0.99032,3.23,0.52,11.3,6
id1944,white,6.7,0.24,0.35,13.1,0.05,64,205,0.997,3.15,0.5,9.5,5
id1945,white,8.5,0.24,0.47,15.2,0.057,40,234,1.0005,3.02,0.66,9,5
id1946,red,6.6,0.84,0.03,2.3,0.059,32,48,0.9952,3.52,0.56,12.3,7
id1947,white,7.5,0.26,0.26,18.35,0.084,33,139,1.0011,3.17,0.39,8.8,5
id1948,white,7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7
id1949,red,8.2,0.44,0.24,2.3,0.063,10,28,0.99613,3.25,0.53,10.2,6
id1950,white,6.3,0.33,0.27,1.2,0.046,34,175,0.9934,3.37,0.54,9.4,6
id1951,white,6.8,0.52,0.32,13.2,0.044,54,221,0.9972,3.27,0.5,9.6,6
id1952,white,5.4,0.59,0.07,7,0.045,36,147,0.9944,3.34,0.57,9.7,6
id1953,white,7.7,0.18,0.35,5.8,0.055,25,144,0.99576,3.24,0.54,10.2,6
id1954,red,6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,5
id1955,red,6.9,0.52,0.25,2.6,0.081,10,37,0.99685,3.46,0.5,11,5
id1956,white,7.4,0.31,0.48,14.2,0.042,62,204,0.9983,3.06,0.59,9.4,5
id1957,white,6.2,0.3,0.31,1.2,0.048,19,125,0.98999,3.32,0.54,12.6,6
id1958,red,10.3,0.41,0.42,2.4,0.213,6,14,0.9994,3.19,0.62,9.5,6
id1959,white,7.4,0.29,0.28,10.2,0.032,43,138,0.9951,3.1,0.47,10.6,6
id1960,white,6.6,0.34,0.25,4.8,0.038,16,121,0.99198,3.36,0.71,12.6,6
id1961,white,7.4,0.18,0.27,1.3,0.048,26,105,0.994,3.52,0.66,10.6,6
id1962,white,6.7,0.3,0.45,10.6,0.032,56,212,0.997,3.22,0.59,9.5,6
id1963,white,5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,6
id1964,white,8.5,0.15,0.49,1.5,0.031,17,122,0.9932,3.03,0.4,10.3,6
id1965,red,7.2,0.53,0.14,2.1,0.064,15,29,0.99323,3.35,0.61,12.1,6
id1966,red,12.4,0.42,0.49,4.6,0.073,19,43,0.9978,3.02,0.61,9.5,5
id1967,white,6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,5
id1968,white,6.4,0.25,0.33,1.7,0.037,35,113,0.99164,3.23,0.66,10.6,6
id1969,white,6.8,0.14,0.18,1.4,0.047,30,90,0.99164,3.27,0.54,11.2,6
id1970,white,6.8,0.24,0.4,1.8,0.047,34,105,0.99,3.13,0.49,12.8,8
id1971,red,7,0.685,0,1.9,0.067,40,63,0.9979,3.6,0.81,9.9,5
id1972,white,6.7,0.13,0.45,4.2,0.043,52,131,0.99162,3.06,0.54,11.3,6
id1973,white,6.8,0.25,0.18,1.4,0.056,13,137,0.9935,3.11,0.42,9.5,5
id1974,white,7.8,0.3,0.74,1.8,0.033,33,156,0.991,3.29,0.52,12.8,6
id1975,white,7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,5
id1976,white,6.4,0.22,0.49,7.5,0.054,42,151,0.9948,3.27,0.52,10.1,6
id1977,white,5.9,0.32,0.33,2.1,0.027,35,138,0.98945,3.37,0.42,12.7,6
id1978,white,6.6,0.41,0.24,4.9,0.158,47,144,0.99471,3.17,0.49,9.4,5
id1979,red,8.2,0.74,0.09,2,0.067,5,10,0.99418,3.28,0.57,11.8,6
id1980,white,6.8,0.32,0.34,6,0.05,5,129,0.9953,3.19,0.4,9.1,5
id1981,white,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7
id1982,white,6.4,0.17,0.27,1.5,0.037,20,98,0.9916,3.46,0.42,11,7
id1983,white,7.9,0.18,0.49,5.2,0.051,36,157,0.9953,3.18,0.48,10.6,6
id1984,white,7.4,0.36,0.33,1.4,0.025,27,55,0.9915,3.21,0.33,11.2,6
id1985,white,8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,6
id1986,white,8.3,0.16,0.37,7.9,0.025,38,107,0.99306,2.93,0.37,11.9,6
id1987,white,6.6,0.545,0.04,2.5,0.031,48,111,0.9906,3.14,0.32,11.9,5
id1988,white,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,7
id1989,white,6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,7
id1990,white,7.7,0.26,0.34,6.4,0.05,36,163,0.9937,3.19,0.7,11.5,6
id1991,white,6.5,0.39,0.23,5.4,0.051,25,149,0.9934,3.24,0.35,10,5
id1992,white,6.6,0.23,0.32,0.9,0.041,25,79,0.9926,3.39,0.54,10.2,7
id1993,red,7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,5
id1994,white,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7
id1995,white,6.5,0.25,0.32,9.9,0.045,41,128,0.99636,3.18,0.52,9.6,6
id1996,white,7.5,0.21,0.34,1.2,0.06,26,111,0.9931,3.51,0.47,10.7,6
id1997,white,7.1,0.29,0.34,7.8,0.036,49,128,0.99397,3.21,0.4,10.7,6
id1998,white,5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,6
id1999,white,6,0.26,0.32,3.5,0.028,29,113,0.9912,3.4,0.71,12.3,7
id2000,white,5.8,0.3,0.33,3.5,0.033,25,116,0.99057,3.2,0.44,11.7,6
id2001,white,6.5,0.22,0.28,3.7,0.059,29,151,0.99177,3.23,0.41,12.1,7
id2002,white,6.6,0.26,0.21,2.9,0.026,48,126,0.99089,3.22,0.38,11.3,7
id2003,white,6.1,0.3,0.32,2.2,0.042,41,142,0.98952,3.31,0.44,12.7,7
id2004,red,8.9,0.22,0.48,1.8,0.077,29,60,0.9968,3.39,0.53,9.4,6
id2005,white,6.8,0.32,0.39,9.6,0.026,34,124,0.99286,3.18,0.35,12.1,6
id2006,white,6.9,0.29,0.23,8.6,0.056,56,215,0.9967,3.17,0.44,8.8,5
id2007,white,6.9,0.29,0.4,19.45,0.043,36,156,0.9996,2.93,0.47,8.9,5
id2008,white,6.4,0.18,0.31,1.6,0.049,36,127,0.9934,3.6,0.67,10.4,7
id2009,white,7.2,0.25,0.39,18.95,0.038,42,155,0.9999,2.97,0.47,9,6
id2010,red,11.3,0.34,0.45,2,0.082,6,15,0.9988,2.94,0.66,9.2,6
id2011,red,11.4,0.625,0.66,6.2,0.088,6,24,0.9988,3.11,0.99,13.3,6
id2012,white,6.5,0.18,0.31,1.7,0.044,30,127,0.9928,3.49,0.5,10.2,7
id2013,white,7.5,0.17,0.44,11.3,0.046,65,146,0.997,3.17,0.45,10,6
id2014,white,6.7,0.31,0.31,9.9,0.04,10,175,0.9953,3.46,0.55,11.4,4
id2015,white,7.3,0.26,0.53,12.7,0.047,60.5,156,0.9984,3.06,0.45,9.1,6
id2016,white,6.4,0.24,0.31,2.8,0.038,41,114,0.99155,3.37,0.66,11.7,7
id2017,red,8.5,0.655,0.49,6.1,0.122,34,151,1.001,3.31,1.14,9.3,5
id2018,white,6.5,0.35,0.38,7.4,0.036,20,196,0.99712,3.47,0.48,9.1,6
id2019,red,7.6,0.55,0.21,2.2,0.071,7,28,0.9964,3.28,0.55,9.7,5
id2020,white,5.8,0.385,0.25,3.7,0.031,38,122,0.99128,3.2,0.63,11.2,6
id2021,red,7.8,0.88,0,2.6,0.098,25,67,0.9968,3.2,0.68,9.8,5
id2022,red,9.9,0.53,0.57,2.4,0.093,30,52,0.9971,3.19,0.76,11.6,7
id2023,red,7,0.805,0,2.5,0.068,7,20,0.9969,3.48,0.56,9.6,5
id2024,red,8.3,0.34,0.4,2.4,0.065,24,48,0.99554,3.34,0.86,11,6
id2025,white,8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,6
id2026,white,6.9,0.23,0.33,12.8,0.056,44,169,0.998,3.42,0.42,9.8,6
id2027,white,5.2,0.17,0.27,0.7,0.03,11,68,0.99218,3.3,0.41,9.8,5
id2028,white,7,0.22,0.24,11,0.041,75,167,0.99508,2.98,0.56,10.5,6
id2029,white,6.2,0.17,0.28,4.7,0.037,39,133,0.9931,3.41,0.46,10.8,7
id2030,red,8.6,0.635,0.68,1.8,0.403,19,56,0.99632,3.02,1.15,9.3,5
id2031,white,6.7,0.24,0.26,12.6,0.053,44,182,0.99802,3.42,0.42,9.7,5
id2032,white,5.6,0.34,0.3,6.9,0.038,23,89,0.99266,3.25,0.49,11.1,6
id2033,white,7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,6
id2034,red,7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,6
id2035,white,8.6,0.485,0.29,4.1,0.026,19,101,0.9918,3.01,0.38,12.4,5
id2036,red,7.3,0.55,0.01,1.8,0.093,9,15,0.99514,3.35,0.58,11,7
id2037,white,7.2,0.24,0.3,1.2,0.037,11,95,0.98914,2.96,0.36,12.5,6
id2038,white,6.5,0.22,0.45,8,0.053,52,196,0.9959,3.23,0.48,9.1,6
id2039,red,7.4,0.7,0,1.9,0.076,11,34,0.9978,3.51,0.56,9.4,5
id2040,white,5.6,0.19,0.31,2.7,0.027,11,100,0.98964,3.46,0.4,13.2,7
id2041,red,8.3,0.845,0.01,2.2,0.07,5,14,0.9967,3.32,0.58,11,4
id2042,white,6.2,0.3,0.3,2.5,0.041,29,82,0.99065,3.31,0.61,11.8,7
id2043,red,12.5,0.28,0.54,2.3,0.082,12,29,0.9997,3.11,1.36,9.8,7
id2044,red,8.7,0.69,0.31,3,0.086,23,81,1.0002,3.48,0.74,11.6,6
id2045,white,6.3,0.15,0.3,1.4,0.022,38,100,0.99099,3.42,0.57,11.4,7
id2046,white,8.1,0.27,0.33,1.3,0.045,26,100,0.99066,2.98,0.44,12.4,6
id2047,white,7.5,0.18,0.31,11.7,0.051,24,94,0.997,3.19,0.44,9.5,7
id2048,red,6.7,0.67,0.02,1.9,0.061,26,42,0.99489,3.39,0.82,10.9,6
id2049,red,9.9,0.35,0.55,2.1,0.062,5,14,0.9971,3.26,0.79,10.6,5
id2050,white,7.1,0.25,0.39,2.1,0.036,30,124,0.9908,3.28,0.43,12.2,8
id2051,white,7.2,0.2,0.22,1.6,0.044,17,101,0.99471,3.37,0.53,10,5
id2052,white,7.7,0.25,0.43,4.5,0.062,20,115,0.9966,3.38,0.5,9.9,6
id2053,red,8,0.71,0,2.6,0.08,11,34,0.9976,3.44,0.53,9.5,5
id2054,white,6.8,0.26,0.4,7.5,0.046,45,179,0.99583,3.2,0.49,9.3,5
id2055,white,6.4,0.17,0.34,1.5,0.091,42,135,0.9938,3.25,0.49,9.6,7
id2056,red,7.1,0.34,0.28,2,0.082,31,68,0.99694,3.45,0.48,9.4,5
id2057,white,7.5,0.28,0.41,1.3,0.044,11,126,0.99293,3.28,0.45,10.3,5
id2058,white,6.5,0.29,0.52,7.9,0.049,35,192,0.99551,3.16,0.51,9.5,6
id2059,white,7.1,0.17,0.31,1.6,0.037,15,103,0.991,3.14,0.5,12,6
id2060,white,10.3,0.25,0.48,2.2,0.042,28,164,0.998,3.19,0.59,9.7,5
id2061,white,6,0.41,0.05,1.5,0.063,17,120,0.9932,3.21,0.56,9.2,6
id2062,white,7.6,0.26,0.32,1.3,0.048,23,76,0.9903,2.96,0.46,12,6
id2063,white,6.6,0.26,0.52,8.2,0.047,52,191,0.99541,3.16,0.47,9.5,6
id2064,white,6.7,0.35,0.48,8.8,0.056,35,167,0.99628,3.04,0.47,9.4,5
id2065,white,6.9,0.21,0.62,6.3,0.042,7,109,0.99358,2.96,0.59,10.2,6
id2066,white,5.7,0.335,0.34,1,0.04,13,174,0.992,3.27,0.66,10,5
id2067,white,7.1,0.17,0.4,14.55,0.047,47,156,0.99945,3.34,0.78,9.1,6
id2068,white,6.4,0.27,0.19,1.9,0.085,21,196,0.99516,3.49,0.64,9.5,4
id2069,white,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8
id2070,white,6.8,0.26,0.22,7.7,0.047,57,210,0.9959,3.1,0.47,9,5
id2071,white,6.4,0.29,0.2,15.6,0.04,20,142,0.9962,3.1,0.54,10.6,5
id2072,red,10.4,0.64,0.24,2.8,0.105,29,53,0.9998,3.24,0.67,9.9,5
id2073,white,6.9,0.19,0.4,1.4,0.036,14,55,0.9909,3.08,0.68,11.5,7
id2074,white,7.3,0.2,0.37,1.2,0.037,48,119,0.992,3.32,0.49,10.9,6
id2075,red,7.7,0.54,0.26,1.9,0.089,23,147,0.99636,3.26,0.59,9.7,5
id2076,white,5,0.24,0.21,2.2,0.039,31,100,0.99098,3.69,0.62,11.7,6
id2077,white,6.9,0.41,0.22,4.2,0.031,10,102,0.993,3,0.86,11.6,4
id2078,white,9.1,0.59,0.38,1.6,0.066,34,182,0.9968,3.23,0.38,8.5,3
id2079,red,6.4,0.795,0,2.2,0.065,28,52,0.99378,3.49,0.52,11.6,5
id2080,red,8.1,1.33,0,1.8,0.082,3,12,0.9964,3.54,0.48,10.9,5
id2081,white,6.2,0.66,0.48,1.2,0.029,29,75,0.9892,3.33,0.39,12.8,8
id2082,white,6.2,0.43,0.49,6.4,0.045,12,115,0.9963,3.27,0.57,9,4
id2083,white,6.1,0.27,0.44,6.7,0.041,61,230,0.99505,3.12,0.4,8.9,5
id2084,red,7.6,0.62,0.32,2.2,0.082,7,54,0.9966,3.36,0.52,9.4,5
id2085,white,7,0.32,0.35,1.5,0.039,24,125,0.9918,3.17,0.64,12.2,6
id2086,white,7.2,0.115,0.3,6.8,0.056,26,105,0.9954,3.44,0.4,9.6,6
id2087,white,6.9,0.33,0.26,5,0.027,46,143,0.9924,3.25,0.43,11.2,7
id2088,white,6.6,0.22,0.28,4.9,0.042,51,180,0.9952,3.3,0.75,9.5,6
id2089,white,7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,6
id2090,red,9.2,0.755,0.18,2.2,0.148,10,103,0.9969,2.87,1.36,10.2,6
id2091,white,6.6,0.3,0.45,8,0.038,54,200,0.9956,3.18,0.48,9.5,5
id2092,white,5.8,0.315,0.19,19.4,0.031,28,106,0.99704,2.97,0.4,10.55,6
id2093,white,6.6,0.39,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9,6
id2094,red,6.4,0.57,0.12,2.3,0.12,25,36,0.99519,3.47,0.71,11.3,7
id2095,white,5.9,0.46,0.14,2.7,0.042,27,160,0.9931,3.46,0.51,10.6,7
id2096,white,6.5,0.2,0.31,2.1,0.033,32,95,0.989435,2.96,0.61,12,6
id2097,red,6.3,1.02,0,2,0.083,17,24,0.99437,3.59,0.55,11.2,4
id2098,white,7.6,0.3,0.27,10.6,0.039,31,119,0.99815,3.27,0.3,9.3,6
id2099,white,6.2,0.31,0.23,3.3,0.052,34,113,0.99429,3.16,0.48,8.4,5
id2100,white,6.6,0.58,0.3,5.1,0.057,30,123,0.9949,3.24,0.38,9,5
id2101,red,7.6,0.43,0.29,2.1,0.075,19,66,0.99718,3.4,0.64,9.5,5
id2102,white,7.4,0.44,0.2,11.5,0.049,44,157,0.998,3.27,0.44,9,5
id2103,red,7.2,0.39,0.32,1.8,0.065,34,60,0.99714,3.46,0.78,9.9,5
id2104,white,7.3,0.22,0.26,1.5,0.04,32,172,0.99194,3.27,0.48,11.2,6
id2105,white,6.4,0.32,0.31,1.9,0.037,34,126,0.99,3.06,0.45,11.8,6
id2106,white,6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,6
id2107,white,6.6,0.19,0.41,8.9,0.046,51,169,0.9954,3.14,0.57,9.8,6
id2108,white,7.5,0.34,0.35,6,0.034,12,126,0.9924,3.16,0.39,12,7
id2109,white,6.1,0.105,0.31,1.3,0.037,55,145,0.9912,3.41,0.41,11.1,7
id2110,white,6.2,0.2,0.26,1.7,0.093,40,161,0.9924,3.44,0.66,11,5
id2111,red,10.4,0.44,0.73,6.55,0.074,38,76,0.999,3.17,0.85,12,7
id2112,white,5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,6
id2113,white,7,0.24,0.32,1.3,0.037,39,123,0.992,3.17,0.42,11.2,8
id2114,white,6,0.36,0.06,1.4,0.066,27,128,0.9934,3.26,0.55,9.3,5
id2115,red,6.1,0.6,0.08,1.8,0.071,14,45,0.99336,3.38,0.54,11,5
id2116,red,10,0.56,0.24,2.2,0.079,19,58,0.9991,3.18,0.56,10.1,6
id2117,white,7.6,0.25,0.34,1.3,0.056,34,176,0.99434,3.1,0.51,9.5,5
id2118,white,8.7,0.22,0.42,2.3,0.053,27,114,0.994,2.99,0.43,10,5
id2119,red,6.6,0.735,0.02,7.9,0.122,68,124,0.9994,3.47,0.53,9.9,5
id2120,red,8.7,0.41,0.41,6.2,0.078,25,42,0.9953,3.24,0.77,12.6,7
id2121,white,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,7
id2122,white,7,0.31,0.31,9.1,0.036,45,140,0.99216,2.98,0.31,12,7
id2123,white,5.6,0.22,0.32,1.2,0.024,29,97,0.98823,3.2,0.46,13.05,7
id2124,white,8,0.18,0.49,1.8,0.061,10,145,0.9942,3.23,0.48,10,5
id2125,white,7.6,0.31,0.49,3.95,0.044,27,131,0.9912,3.08,0.67,12.8,7
id2126,red,6.9,0.4,0.14,2.4,0.085,21,40,0.9968,3.43,0.63,9.7,6
id2127,white,7.3,0.32,0.35,1.4,0.05,8,163,0.99244,3.24,0.42,10.7,5
id2128,red,7.6,0.4,0.29,1.9,0.078,29,66,0.9971,3.45,0.59,9.5,6
id2129,red,6.8,0.63,0.12,3.8,0.099,16,126,0.9969,3.28,0.61,9.5,5
id2130,white,8.1,0.5,0.47,1.1,0.037,23,126,0.9938,3.21,0.42,10.9,5
id2131,red,6.5,0.4,0.1,2,0.076,30,47,0.99554,3.36,0.48,9.4,6
id2132,red,9.4,0.27,0.53,2.4,0.074,6,18,0.9962,3.2,1.13,12,7
id2133,white,6.6,0.44,0.32,3,0.095,13,75,0.98954,3.1,0.63,12.8,6
id2134,white,7.3,0.24,0.34,7.5,0.048,29,152,0.9962,3.1,0.54,9,5
id2135,white,6.3,0.41,0.22,7.3,0.035,23,117,0.99172,3.2,0.39,11.94,7
id2136,white,7.1,0.39,0.79,1.4,0.194,23,90,0.99212,3.17,0.46,10.5,6
id2137,white,6.4,0.69,0.09,7.6,0.044,34,144,0.9948,3.26,0.38,10.1,6
id2138,white,6.9,0.19,0.28,5,0.058,14,146,0.9952,3.29,0.36,9.1,6
id2139,white,8.6,0.34,0.36,1.4,0.045,11,119,0.99556,3.17,0.47,9.4,4
id2140,white,7.2,0.6,0.2,9.9,0.07,21,174,0.9971,3.03,0.54,9.1,5
id2141,white,6,0.28,0.35,1.9,0.037,16,120,0.9933,3.16,0.69,10.6,5
id2142,white,6.9,0.28,0.27,2.1,0.036,42,121,0.9926,3.42,0.49,10.8,7
id2143,white,8.9,0.24,0.33,15.75,0.035,16,132,0.996,3,0.37,12.1,6
id2144,white,8.1,0.28,0.39,1.9,0.029,18,79,0.9923,3.23,0.52,11.8,6
id2145,red,9.9,0.44,0.46,2.2,0.091,10,41,0.99638,3.18,0.69,11.9,6
id2146,white,6.8,0.25,0.24,1.6,0.045,39,164,0.99402,3.53,0.58,10.8,5
id2147,white,8,0.24,0.3,17.45,0.056,43,184,0.9997,3.05,0.5,9.2,6
id2148,white,9.8,0.31,0.49,15.4,0.046,13,119,1.0004,3.18,0.45,9.5,5
id2149,red,7.1,0.43,0.42,5.5,0.071,28,128,0.9973,3.42,0.71,10.5,5
id2150,red,7.3,0.98,0.05,2.1,0.061,20,49,0.99705,3.31,0.55,9.7,3
id2151,white,8.4,0.29,0.29,1.05,0.032,4,55,0.9908,2.91,0.32,11.4,4
id2152,white,7.6,0.18,0.28,7.1,0.041,29,110,0.99652,3.2,0.42,9.2,6
id2153,red,6.8,0.6,0.18,1.9,0.079,18,86,0.9968,3.59,0.57,9.3,6
id2154,red,8.2,0.64,0.27,2,0.095,5,77,0.99747,3.13,0.62,9.1,6
id2155,white,8.1,0.4,0.32,7.9,0.031,23,118,0.99176,3.05,0.46,13.3,7
id2156,white,6.1,0.28,0.24,19.95,0.074,32,174,0.99922,3.19,0.44,9.3,6
id2157,red,7.6,0.685,0.23,2.3,0.111,20,84,0.9964,3.21,0.61,9.3,5
id2158,red,7.2,0.635,0.07,2.6,0.077,16,86,0.99748,3.51,0.54,9.7,5
id2159,red,7.8,0.43,0.32,2.8,0.08,29,58,0.9974,3.31,0.64,10.3,5
id2160,red,6.1,0.4,0.16,1.8,0.069,11,25,0.9955,3.42,0.74,10.1,7
id2161,white,9.8,0.36,0.45,1.6,0.042,11,124,0.9944,2.93,0.46,10.8,5
id2162,white,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,7
id2163,white,6.9,0.115,0.35,5.4,0.048,36,108,0.9939,3.32,0.42,10.2,6
id2164,red,8.1,0.78,0.1,3.3,0.09,4,13,0.99855,3.36,0.49,9.5,5
id2165,white,7.1,0.34,0.31,5.2,0.032,36,140,0.99166,3.35,0.47,12.3,7
id2166,red,6.2,0.65,0.06,1.6,0.05,6,18,0.99348,3.57,0.54,11.95,5
id2167,white,7.4,0.38,0.34,8.3,0.052,44,168,0.99627,3.11,0.52,9.2,5
id2168,red,8,0.31,0.45,2.1,0.216,5,16,0.99358,3.15,0.81,12.5,7
id2169,white,7.2,0.28,0.54,16.7,0.045,54,200,0.999,3.08,0.49,9.5,6
id2170,white,6.8,0.16,0.36,1.3,0.034,32,98,0.99058,3.02,0.58,11.3,6
id2171,white,6.9,0.34,0.3,4.7,0.029,34,148,0.99165,3.36,0.49,12.3,7
